Press: Table 1
Date	Link	Headline	Paper	Desc	Desc				Add	
7 Jul 1787	Pre 739	"Kingston, Jamaica, May 26."	"Daily Advertiser, III (739)"	 			"Kingston, Jamaica, May 26. (1787, July 7"	"Kingston, Jamaica, May 26. (1787, July 7). Daily Advertiser, III (739)"	"Kingston, Jamaica, May 26. (1787, July 7). Daily Advertiser, III (739), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10C9DAE5FA1FEDB8%402373936-10C9DAE636A63818%401-10C9DAE770C51F68%40Kingston%252C%2BJamaica%252C%2BMay%2B26."	
25 Jul 1787	Bur 5680	Jamaica News.	Morning Chronicle (1770) (5680)	Mos settle in Bay	Despard affair				https://link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000879373/GDCS?u=camb55135&sid=GDCS&xid=cc478762	
26 Jul 1787	Bur sn	"""News."""	Public Advertiser	Despard affair				"""News."" Public Advertiser, 26 July 1787"	"""News."" Public Advertiser, 26 July 1787. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001198771/BBCN?u=camb55135&sid=BBCN&xid=cc3e2543. Accessed 16 Feb. 2021."	
7 Aug 1787	Pre 721	"Kingston, (Jamaica) June 13."	New-York Packet (721)	Mos settle in Bay			"Kingston, (Jamaica) June 13. (1787, August 7"	"Kingston, (Jamaica) June 13. (1787, August 7). New-York Packet (721)"	"Kingston, (Jamaica) June 13. (1787, August 7). New-York Packet (721), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7BD9120DBB670%40EANX-10D37FEAAE20B740%402373967-10D37FEB0254DCE0%401-10D37FEC5DB48DA0%40Kingston%252C%2B%2528Jamaica%2529%2BJune%2B13."	
7 Aug 1787	Pre 721	"Kingston, (Jamaica) June 13."	New-York Packet (721)	 			"Kingston, (Jamaica) June 13. (1787, August 7"	"Kingston, (Jamaica) June 13. (1787, August 7). New-York Packet (721)"	"Kingston, (Jamaica) June 13. (1787, August 7). New-York Packet (721), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7BD9120DBB670%40EANX-10D37FE7B779FB08%402373967-10D37FE8052F8F78%401-10D37FE94BAC6B28%40Kingston%252C%2B%2528Jamaica%2529%2BJune%2B13."	
7 Aug 1787	Pre 765	Extract of a Letter from Cape Gratia a Deos	"Daily Advertiser, III (765)"				Extract of a Letter from Cape Gratia a Deos (Honduras	"Extract of a Letter from Cape Gratia a Deos (Honduras). (1787, August 7). Daily Advertiser, III (765)"	"Extract of a Letter from Cape Gratia a Deos (Honduras). (1787, August 7). Daily Advertiser, III (765), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10C9DB2D948ECD58%402373967-10C9DB2DDDCE5B18%401-10C9DB2F2E0B9900%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2BCape%2BGratia%2Ba%2BDeos%2B%2528Honduras%2529."	
22 Sep 1787	Bur sn	"""News."""	London Chronicle	All well				"""News."" London Chronicle, September 20, 1787 - September 22, 1787"	"""News."" London Chronicle, September 20, 1787 - September 22, 1787. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000587399/BBCN?u=camb55135&sid=BBCN&xid=04c85623. Accessed 16 Feb. 2021."	
10 Oct 1787	Pre 1113	"Kingston, (Jamaica) Sept. 1 - 8."	New-York Morning Post (1113)	Mos settle in Bay			"Kingston, (Jamaica) Sept. 1 - 8. (1787, October 10"	"Kingston, (Jamaica) Sept. 1 - 8. (1787, October 10). New-York Morning Post (1113)"	"Kingston, (Jamaica) Sept. 1 - 8. (1787, October 10). New-York Morning Post (1113), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11B0248DCBD42C7A%40EANX-11B3CE4EEE11F200%402374031-11B3CE4EF955FA80%401-11B3CE4F171030A8%40Kingston%252C%2B%2528Jamaica%2529%2BSept.%2B1%2B-%2B8."	
10 Oct 1787	Pre 820	"Kingston, (Jamaica) Aug. 25."	"Daily Advertiser, III (820)"	Mos settle in Bay	Prov scarce		"Kingston, (Jamaica) Aug. 25. (1787, October 10"	"Kingston, (Jamaica) Aug. 25. (1787, October 10). Daily Advertiser, III (820)"	"Kingston, (Jamaica) Aug. 25. (1787, October 10). Daily Advertiser, III (820), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10C9DBD420913050%402374031-10C9DBD466BA6DC0%401-10C9DBD588D49EC0%40Kingston%252C%2B%2528Jamaica%2529%2BAug.%2B25."	
22 Oct 1787	Bur sn	"""News."""	London Packet or New Evening Post	All well				"""News."" London Packet or New Evening Post, October 19, 1787 - October 22, 1787"	"""News."" London Packet or New Evening Post, October 19, 1787 - October 22, 1787. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000746885/BBCN?u=camb55135&sid=BBCN&xid=971de338. Accessed 16 Feb. 2021."	
26 Oct 1787	Bur sn	"""News."""	General Advertiser [1784]	Prov scarce			10	"""News."" General Advertiser [1784], 26 Oct. 1787"	"""News."" General Advertiser [1784], 26 Oct. 1787. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001695153/BBCN?u=camb55135&sid=BBCN&xid=42475519. Accessed 16 Feb. 2021."	
27 Oct 1787	Pre sn	"""From the Jamaica Royal Gazette."""	Times	Prov scarce			10	"""From the Jamaica Royal Gazette."" Times, 27 Oct. 1787"	"""From the Jamaica Royal Gazette."" Times, 27 Oct. 1787, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS50464091/TTDA?u=camb55135&sid=TTDA&xid=fe268363. Accessed 17 Feb. 2021."	
31 Dec 1787	Bur sn	"""News."""	Public Advertiser	Storm			12	"""News."" Public Advertiser, 31 Dec. 1787"	"""News."" Public Advertiser, 31 Dec. 1787. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001200177/BBCN?u=camb55135&sid=BBCN&xid=4e203871. Accessed 16 Feb. 2021."	
10 Jan 1788	Pre 899	"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787."	"Daily Advertiser, IV (899)"	Storm			"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787. (1788, January 10"	"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787. (1788, January 10). Daily Advertiser, IV (899)"	"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787. (1788, January 10). Daily Advertiser, IV (899), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10CDF9B52BF7B8D8%402374123-10CDF9B56F5F6548%401-10CDF9B6C9334538%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%252C%2BDated%2BSeptember%2B29%252C%2B1787."	
11 Jan 1788	Pre 766	"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787."	New-York Packet (766)				"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787. (1788, January 11"	"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787. (1788, January 11). New-York Packet (766)"	"Extract of a Letter from the Bay of Honduras, Dated September 29, 1787. (1788, January 11). New-York Packet (766), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C7BD9120DBB670%40EANX-10D37D9EF0C71B38%402374124-10D37D9F37C3F870%401-10D37DA0A14F4478%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBay%2Bof%2BHonduras%252C%2BDated%2BSeptember%2B29%252C%2B1787."	
14 Jan 1788	Pre 902	"Particulars of a Most Violent Hurricane, Which Happened in the Bay of Honduras."	"Daily Advertiser, IV (902)"	Storm			"Particulars of a Most Violent Hurricane, Which Happened in the Bay of Honduras. (1788, January 14"	"Particulars of a Most Violent Hurricane, Which Happened in the Bay of Honduras. (1788, January 14). Daily Advertiser, IV (902)"	"Particulars of a Most Violent Hurricane, Which Happened in the Bay of Honduras. (1788, January 14). Daily Advertiser, IV (902), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10CDF9BBE45306C8%402374127-10CDF9BC19F8F8B8%401-10CDF9BCF2193200%40Particulars%2Bof%2Ba%2BMost%2BViolent%2BHurricane%252C%2BWhich%2BHappened%2Bin%2Bthe%2BBay%2Bof%2BHonduras."	
16 Jan 1788	Pre 431	"Particulars of a Mast Violent Hurricane, Which Happened in the Bay of Honduras, on the 2d Day of September Last."	Independent Journal (431)				"Particulars of a Mast Violent Hurricane, Which Happened in the Bay of Honduras, on the 2d Day of September Last. (1788, January 16"	"Particulars of a Mast Violent Hurricane, Which Happened in the Bay of Honduras, on the 2d Day of September Last. (1788, January 16). Independent Journal (431)"	"Particulars of a Mast Violent Hurricane, Which Happened in the Bay of Honduras, on the 2d Day of September Last. (1788, January 16). Independent Journal (431), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1092168814A83928%40EANX-10922DBBE5EBE2C0%402374129-10922DBC2149A6F8%401-10922DBD7117D348%40Particulars%2Bof%2Ba%2BMast%2BViolent%2BHurricane%252C%2BWhich%2BHappened%2Bin%2Bthe%2BBay%2Bof%2BHonduras%252C%2Bon%2Bthe%2B2d%2BDay%2Bof%2BSeptember%2BLast."	
21 Jan 1788	Pre 328	"Extract of a Letter from the Bey of Honduras, Dated September 29 1787."	"American Herald, VII (328)"				"Extract of a Letter from the Bey of Honduras, Dated September 29 1787. (1788, January 21"	"Extract of a Letter from the Bey of Honduras, Dated September 29 1787. (1788, January 21). American Herald, VII (328)"	"Extract of a Letter from the Bey of Honduras, Dated September 29 1787. (1788, January 21). American Herald, VII (328), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A109E8E164FBDF7E0%40EANX-10B7A3ABAB837338%402374134-10B7A3AC0B583878%402-10B7A3ACF5B79E10%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2Bthe%2BBey%2Bof%2BHonduras%252C%2BDated%2BSeptember%2B29%2B1787."	
6 Feb 1788	Pre 1215	[Honduras; Georgia; Rogers].	New-York Morning Post (1215)	Outbreak in Bay			"[Honduras; Georgia; Rogers]. (1788, February 6"	"[Honduras; Georgia; Rogers]. (1788, February 6). New-York Morning Post (1215)"	"[Honduras; Georgia; Rogers]. (1788, February 6). New-York Morning Post (1215), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A11B0248DCBD42C7A%40EANX-11B3CE552DE29500%402374150-11B3CE5537E9B880%401-11B3CE55556CB5F0%40%255BHonduras%253B%2BGeorgia%253B%2BRogers%255D."	
27 Mar 1788	Bur sn	"""News."""	St. James's Chronicle or the British Evening Post	Storm	Outbreak			"""News."" St. James's Chronicle or the British Evening Post, March 25, 1788 - March 27, 1788"	"""News."" St. James's Chronicle or the British Evening Post, March 25, 1788 - March 27, 1788. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001309285/BBCN?u=camb55135&sid=BBCN&xid=133c4f44. Accessed 16 Feb. 2021."	
29 Mar 1788	Bur sn	"""News."""	Public Advertiser	All well			3	"""News."" Public Advertiser, 29 Mar. 1788"	"""News."" Public Advertiser, 29 Mar. 1788. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001201292/BBCN?u=camb55135&sid=BBCN&xid=b8d4be14. Accessed 16 Feb. 2021."	
10 Jun 1788	Pre 1030	"Kingston, (Jamaica) April 19."	"Daily Advertiser, IV (1030)"	Duty on dry goods			"Kingston, (Jamaica) April 19. (1788, June 10"	"Kingston, (Jamaica) April 19. (1788, June 10). Daily Advertiser, IV (1030)"	"Kingston, (Jamaica) April 19. (1788, June 10). Daily Advertiser, IV (1030), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10CDF7C2EA323730%402374275-10CDF7C327123280%401-10CDF7C48375B248%40Kingston%252C%2B%2528Jamaica%2529%2BApril%2B19."	
24 Jun 1788	Pre sn	"""The people at OXFORD, are flattering themselves with a visit from the PRINCE of WALES."""	Times	Despard affair ?				"""The people at OXFORD, are flattering themselves with a visit from the PRINCE of WALES."" Times, 24 June 1788"	"""The people at OXFORD, are flattering themselves with a visit from the PRINCE of WALES."" Times, 24 June 1788, p. 2. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS34342616/TTDA?u=camb55135&sid=TTDA&xid=cfbd9d05. Accessed 17 Feb. 2021."	
12 Sep 1788	Bur sn	"""News."""	Morning Chronicle [1770]	All well ?			9	"""News."" Morning Chronicle [1770], 12 Sept. 1788"	"""News."" Morning Chronicle [1770], 12 Sept. 1788. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000883798/BBCN?u=camb55135&sid=BBCN&xid=7156de96. Accessed 16 Feb. 2021."	
27 Sep 1788	Bur sn	"""News."""	Whitehall Evening Post [1770]	All well				"""News."" Whitehall Evening Post [1770], September 25, 1788 - September 27, 1788"	"""News."" Whitehall Evening Post [1770], September 25, 1788 - September 27, 1788. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001625950/BBCN?u=camb55135&sid=BBCN&xid=ea954106. Accessed 16 Feb. 2021."	
7 Oct 1788	Pre sn	"""Honduras."""	Times	All well ?	Despard affair ?		10	"""Honduras."" Times, 7 Oct. 1788"	"""Honduras."" Times, 7 Oct. 1788, p. 4. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS67766087/TTDA?u=camb55135&sid=TTDA&xid=32a3b3fa. Accessed 17 Feb. 2021."	
2 Jun 1789	Bur sn	"""News."""	London Chronicle	All well ?				"""News."" London Chronicle, May 30, 1789 - June 2, 1789"	"""News."" London Chronicle, May 30, 1789 - June 2, 1789. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000590396/BBCN?u=camb55135&sid=BBCN&xid=d7cf4b20. Accessed 16 Feb. 2021."	
2 Jun 1789	Pre sn	"""It is with peculier satisfaction we can affert as a fact to be depended upon, that a revolution in the."""	Times	Mah surplus ?	Despard affair ?			"""It is with peculier satisfaction we can affert as a fact to be depended upon, that a revolution in the."" Times, 2 June 1789"	"""It is with peculier satisfaction we can affert as a fact to be depended upon, that a revolution in the."" Times, 2 June 1789, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS50727106/TTDA?u=camb55135&sid=TTDA&xid=513dbeb3. Accessed 17 Feb. 2021."	
4 Jun 1789	Bur sn	"""News."""	London Chronicle	Log oversupply ?				"""News."" London Chronicle, June 2, 1789 - June 4, 1789"	"""News."" London Chronicle, June 2, 1789 - June 4, 1789. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000590405/BBCN?u=camb55135&sid=BBCN&xid=dbeb04df. Accessed 16 Feb. 2021."	
6 Jun 1789	Pre sn	"""The report of the EMPRESS of RUSSIA'S having detained several English Merchant vesiels in."""	Times	Log surplus ?	Despard affair ?			"""The report of the EMPRESS of RUSSIA'S having detained several English Merchant vesiels in."" Times, 6 June 1789"	"""The report of the EMPRESS of RUSSIA'S having detained several English Merchant vesiels in."" Times, 6 June 1789, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS50858182/TTDA?u=camb55135&sid=TTDA&xid=8e2b7669. Accessed 17 Feb. 2021."	
13 Jun 1789	Pre sn	"""It is not improbable but the late change of affairs in Sweden, had its orgin partly from what."""	Times	Despard affair				"""It is not improbable but the late change of affairs in Sweden, had its orgin partly from what."" Times, 13 June 1789"	"""It is not improbable but the late change of affairs in Sweden, had its orgin partly from what."" Times, 13 June 1789, p. 3. The Times Digital Archive, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/CS50989261/TTDA?u=camb55135&sid=TTDA&xid=77ee0646. Accessed 17 Feb. 2021."	
21 Jul 1789	Pre 207	[Ship Henry; Honduras; Homeward; Lighted; Wrecking; Vessels; Florida; Lately].	"Poughkeepsie Journal, IV (207)"				"[Ship Henry; Honduras; Homeward; Lighted; Wrecking; Vessels; Florida; Lately]. (1789, July 21"	"[Ship Henry; Honduras; Homeward; Lighted; Wrecking; Vessels; Florida; Lately]. (1789, July 21). Poughkeepsie Journal, IV (207)"	"[Ship Henry; Honduras; Homeward; Lighted; Wrecking; Vessels; Florida; Lately]. (1789, July 21). Poughkeepsie Journal, IV (207), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A130A8DDB29F7A44F%40EANX-13ED4EAFA4EBB0D0%402374681-13ECF16EA3A76548%401-13F147DF41CAC681%40%255BShip%2BHenry%253B%2BHonduras%253B%2BHomeward%253B%2BLighted%253B%2BWrecking%253B%2BVessels%253B%2BFlorida%253B%2BLately%255D."	
10 Aug 1789	Pre 1395	[Nancy; Sillock; Honduras; Marcia; Van Zandt; St. Croix].	"Daily Advertiser, V (1395)"				"[Nancy; Sillock; Honduras; Marcia; Van Zandt; St. Croix]. (1789, August 10"	"[Nancy; Sillock; Honduras; Marcia; Van Zandt; St. Croix]. (1789, August 10). Daily Advertiser, V (1395)"	"[Nancy; Sillock; Honduras; Marcia; Van Zandt; St. Croix]. (1789, August 10). Daily Advertiser, V (1395), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10C778259DC1CC40%40EANX-10C9DDCA0B96D7B8%402374701-10C9DDCA4DA20D20%401-10C9DDCB66E0F120%40%255BNancy%253B%2BSillock%253B%2BHonduras%253B%2BMarcia%253B%2BVan%2BZandt%253B%2BSt.%2BCroix%255D."	
18 Aug 1789	Bur sn	"""News."""	Morning Star	Sp restrict Prov			8	"""News."" Morning Star, 18 Aug. 1789"	"""News."" Morning Star, 18 Aug. 1789. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2000986517/BBCN?u=camb55135&sid=BBCN&xid=d36105f7. Accessed 16 Feb. 2021."	
22 Aug 1789	Bur sn	"""News."""	St. James's Chronicle or the British Evening Post	Sp restrict Prov				"""News."" St. James's Chronicle or the British Evening Post, August 20, 1789 - August 22, 1789"	"""News."" St. James's Chronicle or the British Evening Post, August 20, 1789 - August 22, 1789. Seventeenth and Eighteenth Century Burney Newspapers Collection, link-gale-com.ezp-prod1.hul.harvard.edu/apps/doc/Z2001312164/BBCN?u=camb55135&sid=BBCN&xid=5b47d55a. Accessed 16 Feb. 2021."	
18 Sep 1789	Pre 227	Kingston (Jamaica) July 25.	New-York Daily Gazette (227)	Sp raid			"Kingston (Jamaica) July 25. (1789, September 18"	"Kingston (Jamaica) July 25. (1789, September 18). New-York Daily Gazette (227)"	"Kingston (Jamaica) July 25. (1789, September 18). New-York Daily Gazette (227), p. 906. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A1092185072033900%40EANX-1095BBC7D560A800%402374740-1095BBC8103C18F0%401-1095BBC9B53F68A0%40Kingston%2B%2528Jamaica%2529%2BJuly%2B25."	
