Storms: Storms w/in 150 nautical miles of Belize.
Name	Start	Parliament	Rainfall	150 mi	50 mi	0 mi	EM-DAT	EM-DAT Loss	EM-DAT Deaths	Max wind	Min press	Max cat	Max cat w/in	Data	Loss	Loss / GDP unit	GDP Prev yr	Ratio 00	Loss 2020 BZD	Deaths	Pop	Ratio 000	Impact sx	Impact f	Cost f	Impact c
U	12 Jun 1939	55	-1			"161,874.675581393"		"15,837,856.05"	1.02								
U	23 Sep 1941	115	-1	1		"161,874.675581393"		"15,837,856.05"	1.02								
U	3 Aug 1942	50	-1			"147,335.034068839"		"14,415,294.13"	1.02								
U	15 Sep 1942	45	-1			"147,335.034068839"		"14,415,294.13"	1.02								
U	5 Nov 1942	95	-1	2		"132,795.392556284"		"12,992,732.21"	1.02								
U	20 Oct 1943	40	-1			"126,010.226510278"		"12,328,869.98"	1.02								
U	29 Aug 1945	60	990			"139,580.558500083"		"13,656,594.43"	1.02								
U	2 Oct 1945	80	982	1		"161,874.675581393"		"15,837,856.05"	1.02								
GILDA	24 Sep 1954	60	998			"161,874.675581393"		"15,837,856.05"	1.02								
FLOSSY	20 Sep 1956	80	974			"147,335.034068839"		"14,415,294.13"	1.02								
GERDA	14 Sep 1958	50	1001			"197,448.331754801"		"19,318,390.875"	1.02								
ANNA	17 Jul 1961	90	976	1		"286,915.592591701"		28071888.5622288	1.02								
U	5 Nov 1964	60	997			"344,944.035993201"		33749405.0118998	1.02								
FRANCELIA	29 Aug 1969	100	973	3		"459,015.458701774"		44910179.6407186	1.02								
CHLOE	18 Aug 1971	55	1004			"544,086.323714502"		53233532.9341317	1.02								
EDITH	5 Sep 1971	140	943	1		"544,086.323714502"		53233532.9341317	1.02								
LAURA	12 Nov 1971	60	994			"544,086.323714502"		53233532.9341317	1.02								
ORLENE	21 Sep 1974	90	-1	2		"800,729.469998214"		78343558.2822086	1.02								
U	25 Sep 1975	25	-1			"1,054,948.16007518"		103216374.2690060	1.02								
FRIEDA	16 Oct 1977	50	1005			"990,449.697127098"		96905829.5964126	1.02								
HERMINE	20 Sep 1980	60	993			"1,551,508.97164869"		151800000.0000000	1.02								
U	1 Sep 1986	30	-1			"2,173,377.30243246"		212643742.6647060	1.02								
GERT	14 Sep 1993	85	970			"5,296,789.28266893"		518239100.0000000	1.02								
U	21 Sep 1993	30	-1			"5,296,789.28266893"		518239100.0000000	1.02								
U	24 Sep 1994	30	1004			"5,722,167.96921302"		559858250.0000000	1.02								
KATRINA	28 Oct 1999	35	999			"7,489,250.32263227"		732750000.0000000	1.02								
FELIX	31 Aug 2007	150	929			"12,368,633.6102811"		1210150000.0000000	1.02								
MATTHEW	23 Sep 2010	50	998			"13,463,786.3527854"		1317300000.0000000	1.02								
HARVEY	19 Aug 2011	55	994			"14,076,008.9311896"		1377200000.0000000	1.02								
HELENE	9 Aug 2012	40	1004			"14,930,463.1474599"		1460800000.0000000	1.02								
BARRY	16 Jun 2013	40	1003			"15,565,171.3631343"		1522900000.0000000	1.02								
HANNA	21 Oct 2014	35	1000			"16,142,643.4112118"		1579400000.0000000	1.02								
						"123,206,803.402543"											


Rainfall: Table 1
	Jan	F	M	A	May	Jun	Jul	Aug	Sep	Oct	No	De	Jan	F	M	A	May	Jun	Jul	Aug	Sep	Oct	No	De	1	2	3	4	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec	1	2	3	4	Storms	Rain	Matches	Possible	5	6	7	8	9	10	11	12
1961	200.15	129.069	60.449	88.5764	121.97	209.089	555.654	232.14	213.099	301.092	137.557	151.594							111			115			1	1		1			1										2	1	1	1			1			1		
1962	105.623	22.6581	62.0869	171.423	145.856	270.684	314.913	178.294	226.942	270.395	94.4636	40.7425																1			1											1										
1963	72.7902	96.8628	86.7496	28.1223	68.6815	122.58	307.259	323.056	315.25	206.268	110.277	64.1732														1	1					1										1										
1964	76.6792	21.8416	34.0358	22.7283	112.359	348.236	296.641	194.478	189.374	108.948	195.727	196.965											110							1						1					1	2	0								1	
1965	102.652	40.7521	10.3013	24.3736	98.7832	267.22	267.588	173.379	252.274	294.141	186.411	204.577																								1						1	0									
1966	143.79	71.9252	126.861	98.4691	123.934	467.487	270.937	233.303	276.769	189.382	154.782	70.236													1		1	1		1												1	0									
1967	153.699	81.1437	45.0882	93.7859	48.7931	165.378	224.878	220.864	222.311	256.102	197.482	125.9													1			1														0										
1968	141.411	38.8096	35.9755	13.6004	243.167	260.99	205.858	222.32	295.739	222.482	164.765	114.703																	1													1										
1969	74.8521	26.1744	103.477	73.4576	252.728	229.307	305.062	326.424	459.212	193.001	192.676	37.6145									113						1		1			1	1								1	3	1	1				1				
1970	95.0505	63.8684	26.2888	18.9102	132.137	255	310.116	268.777	283.532	188.821	137.751	135.092																			1											1										
1971	72.8064	39.6015	52.5396	53.2392	57.6481	180.421	289.646	278.268	146.073	156.818	273.197	99.8021								110	111		110												1						3	1	1	1				1	1		1	
1972	128.095	89.9805	35.5178	40.8856	120.005	242.272	439.16	263.767	193.66	199.139	135.802	161.282														1					1											1	0									
1973	52.5795	68.2555	11.428	96.8001	134.832	176.666	265.877	373.347	204.858	294.055	164.378	65.1621																1				1										1	0									
1974	122.154	41.2353	19.1649	33.2627	117.644	218.526	153.387	186.735	391.239	367.994	105.077	91.2834									112												1	1							1	2	1	1					2			
1975	144.501	38.1224	29.7044	6.46051	56.8653	59.8343	130.788	167.673	375.716	482.675	147.883	93.2582									110	100			1								1	1							2	2	1	1					1			
1976	151.221	66.2388	6.53018	37.3969	156.038	558.526	146.039	173.227	243.601	170.891	170.983	238.202													1					1						1						2	0									
1977	62.5599	97.349	38.575	149.554	210.193	303.736	167.904	217.126	309.454	155.982	117.834	217.299										110				1		1								1					1	1	0	1						1		
1978	121.83	31.5935	119.954	31.0586	238.531	238.268	288.684	232.863	357.705	216.029	231.999	129.67									114						1		1				1		1						1	3	0						1			
1979	147.997	83.7733	69.8942	62.743	96.9068	330.894	349.162	327.863	287.963	354.023	267.677	212.682										100			1	1	1			1	1	1		1	1	1					1	6	0									
1980	92.9982	71.8044	18.4635	84.8306	75.5465	385.568	284.823	233.132	429	299.773	238.783	169.594									110	100								1			1		1	1					2	4	1	1					1			
1981	46.0823	131.401	23.0274	39.134	108.901	366.992	303.23	314.636	301.022	390.346	49.8875	132.753														1				1		1		1								3	0									
1982	112.396	100.015	68.4217	83.6251	221.07	301.494	273.931	262.011	420.54	298.467	121.203	115.754														1							1									1	0									
1983	106.169	76.2307	56.2466	35.9863	23.9338	259.994	501.024	274.71	190.268	307.962	162.89	107.808																			1											1	0									
1984	111.413	110.194	43.3266	20.7828	321.56	283.411	410.25	291.204	270.999	230.232	130.184	153.318														1			1		1											2	0									
1985	56.1072	79.7308	60.7738	70.1796	139.401	154.232	295.738	169.377	242.712	237.481	187.604	219.512																								1						1	0									
1986	146.434	29.3666	63.2187	6.22948	322.869	185.135	220.223	231.336	281.815	147.76	166.591	85.2796									110				1				1												1	1	0	1					1			
1987	83.1466	18.8409	82.3831	43.6035	24.6704	311.932	316.431	193.925	180.006	95.2922	126.287	175.282															1				1					1						2										
1988	229.002	83.4364	62.7574	49.3448	110.856	333.76	298.579	312.626	347.566	282.974	154.249	115.311													1					1		1	1									3										
1989	142.998	55.3583	18.2238	94.7808	135.264	221.471	248.295	229.778	389.887	249.155	214.42	164.023																1					1		1							2	0									
1990	205.326	55.8944	131.156	114.295	166.476	287.838	167.403	256.787	289.575	111.801	357.689	174.147								100					1		1	1							1	1					1	2	0	1								
1991	143.083	42.5654	24.385	17.8853	208.306	146.762	201.471	199.278	322.035	187.961	173.139	288.849																					1			1						2	0									
1992	131.344	22.4327	51.5392	104.374	87.2844	292.341	292.041	228.287	215.726	297.988	236.666	124.663																1							1							1										
1993	104.377	51.6152	62.9053	123.797	240.048	285.688	192.126	353.254	343.885	223.859	169.645	167.268									110							1	1			1	1			1					1	4	0	1					2			
1994	208.431	52.0039	42.94	55.3799	121.814	180.89	180.54	195.205	422.78	116.342	189.843	97.1919									110				1								1								1	1	1	1					1			
1995	95.8127	72.9013	42.2296	132.604	27.0227	237.225	354.846	304.006	343.914	362.506	164.352	103.157																1			1		1	1								3										
1996	110.113	37.3181	47.5671	100.476	164.896	137.723	268.942	321.387	148.867	222.606	253.624	99.1939								101		100						1				1			1						2	2	0									
1997	72.4534	97.119	42.0798	39.9262	105.123	253.211	275.179	275.518	312.809	199.357	334.62	92.1709														1									1							1	0									
1998	167.62	8.70681	26.8064	63.923	143.073	171.338	308.276	257.057	195.056	536.322	313.988	119.229													1									1	1							2	0									
1999	112.947	90.4237	17.5468	62.6242	91.7565	226.571	336.582	273.268	293.004	219.936	210.831	83.1831										110				1					1										1	1	0							1		
2000	68.7368	13.7289	20.4033	42.1768	234.983	210.155	183.425	358.909	298.777	325.82	162.641	79.8119									114								1			1		1							1	3	0	1					1			
2001	41.6073	109.519	20.9151	40.696	337.459	98.7214	226.868	312.472	316.377	341.854	73.6805	147.207								110		114				1			1					1							2	2	0	1				1		1		
2002	73.8426	94.8049	71.2526	7.56503	193.441	301.629	218.585	192.347	210.028	315.403	103.586	144.817														1	1							1								1										
2003	61.791	30.8809	35.2785	38.1644	174.966	209.748	239.385	163.076	183.53	281.425	282.894	72.5548																							1							1	0									
2004	85.6896	71.5371	107.305	53.3091	354.794	104.776	204.024	96.7445	259.433	251.981	176.029	72.622															1		1													1	0									
2005	76.3053	11.582	21.5387	90.9531	91.119	413.126	218.421	334.622	272.754	299.247	150.188	119.888							100									1		1		1									1	2	0	1								
2006	251.223	58.1093	15.3585	32.785	376.791	450.854	376.688	233.621	186.637	324.123	192.705	195.735													1				1	1	1			1		1						5	0									
2007	191.306	37.8236	53.6219	32.2229	149.505	158.312	125.463	473.383	282.296	274.421	157.015	48.7464						100		110					1							1									2	1	1	1				1				
2008	122.458	98.5243	80.1412	38.1839	195.113	394.014	238.043	175.097	246.935	488.214	33.6832	45.593						110								1	1			1				1							1	2	1	1	1							
2009	139.514	75.2432	30.0389	34.6159	102.293	240.697	180.459	205.972	229.866	154.136	211.155	142.841																														0										
2010	108.587	41.0156	25.5701	73.7529	315.675	199.591	456.141	340.229	366.458	109.465	197.521	46.8014						110			110	112							1		1	1	1								3	4	0	3		1			1		1	
2011	101.188	77.4709	90.8532	20.8585	49.9568	326.505	363.631	235.682	304.497	420.955	60.7832	83.8104								110							1			1	1			1							1	3	0	1				1				
2012	114.699	46.0869	57.5404	111.967	299.977	341.186	261.745	259.5	127.511	276.178	64.4754	72.9945								110								1	1	1											1	2	0					1				
2013	113.866	57.6832	64.4791	30.7915	242.492	321.458	394.52	458.801	361.909	333.735	284.341	182.054						110											1	1	1	1	1	1	1	1					1	8	0	1		1						
2014	131.759	49.9806	81.8231	30.2076	302.031	156.148	144.27	191.614	318.734	382.029	259.821	72.4474										110					1		1					1	1						1	3	1	1						1		
2015	147.551	21.5848	74.767	65.0984	72.0297	310.148	82.5847	147.062	238.745	307.199	236.601	184.486													1		1								1	1						2										
2016	64.6021	97.2199	72.4096	56.4947	57.4355	409.427	186.087	320.646	207.676	176.208	182.778	162.271								111						1	1			1		1									1	2	0	1				1				
	111.905	57.8963	46.3277	46.4742	135.048	254.106	269.940	234.652	282.056	263.249	170.314	119.559																													37		10	23								
	143.260	83.5206	68.7898	85.7671	224.55	314.314	308.736	312.511	319.559	309.822	211.971	164.834																																								
																																																				
																																																				
note	Figs in monthly means / in mm																																																			
cf	CCKP by WB (aggregate) / from vars. sources																																																			


Simulated: Storms w/in 150 nautical miles of Belize.
Name	Start	Parliament	50 mi	Sim loss			EM-DAT	EM-DAT Loss	EM-DAT Deaths	Max wind	Min press	Max cat	Max cat w/in	Loss	Loss unit	Loss 2020 BZD	Deaths	Impact sx	Impact f	Cost f	Impact c
U	29 Jun 1851									80	-1										
U	21 Sep 1852		1							55	-1	S									
U	16 Aug 1857	2								65	-1										
U	7 Sep 1857	2	1	50	"1,485.66"					55	-1										
U	10 Jun 1858	2								55	-1										
U	20 Jun 1859	2	1	50	"1,557.25"					80	990										
U	25 Jul 1860	2								75	-1										
U	28 Jul 1861	3	1	50	"1,468.77"					45	-1										
U	26 Aug 1864	3	1	50	823.26					70	-1	1	1								
U	13 Aug 1866	4	1	50	812.91					90	-1	2	1								
U	17 Aug 1866	4								65	-1										
U	30 Oct 1870	Council	1	50	986.66					70	-1	1	1								
U	16 Sep 1871	Council	1	50	"1,059.44"					45	-1	S									
U	25 Sep 1874	Council	1	50	"1,133.79"					80	980										
U	17 Jul 1876	Council	1	50	"1,207.96"					75	-1	1	1								
U	19 Aug 1879	Council								90	964		1								
U	10 Sep 1879	Council	1	50	"1,292.52"					80	-1	1									
U	9 Jun 1880	Council	1	50	"1,267.18"					45	-1	S									
U	4 Aug 1880	Council								95	-1		1								
U	5 Oct 1880	Council								70	-1										
U	16 Aug 1881	Council								70	-1										
U	16 Sep 1883	Council								50	-1										
U	20 Jul 1887	Council								85	-1		2								
U	2 Aug 1887	Council	1		"1,360.55"					55	-1										
U	6 Oct 1887	Council	1		"1,360.55"					65	-1	1	2								
U	6 Oct 1887	Council								50	-1										
U	9 Oct 1887	Council								100	-1		3								
U	19 Aug 1888	Council								45	-1										
U	8 Oct 1888	Council	1		"1,360.55"					60	-1										
U	12 Sep 1889	Council								95	-1	2	2								
U	14 Sep 1889	Council								100	-1	3	3								
U	15 Oct 1889	Council	1		"1,404.91"					50	-1	S									
U	5 Oct 1891	Council								120	951		2								
U	14 Oct 1891	Council	1		"1,420.35"					55	-1	S									
U	23 Oct 1891	Council	1		"1,420.35"					55	-1										
U	23 Sep 1892	Council								55	-1										
U	5 Oct 1892	Council	1		"1,420.35"					85	-1	2	2								
U	4 Jul 1893	Council	1		"1,436.13"					85	-1	2	1								
U	4 Sep 1893	Council								85	-1										
U	9 Sep 1894	Council	1		"1,502.93"					55	-1	S									
U	25 Sep 1895	Council	1		"1,538.71"					55	982	S									
U	28 Sep 1895	Council								50	-1										
U	2 Oct 1895	Council								35	-1										
U	2 Sep 1898	Council	1		"1,557.25"					75	-1	1	1								
U	12 Sep 1898	Council	1		"1,557.25"					50	-1	S									
U	20 Sep 1898	Council								50	-1										
U	21 Oct 1898	Council								40	-1										
U	27 Oct 1898	Council								85	-1	2	2								
U	27 Oct 1898	Council	1		"1,557.25"					50	-1										
U	28 Sep 1904	Council	1		"1,452.27"					70	-1	1	1								
U	24 Sep 1905	Council								45	-1										
U	8 Oct 1906	Council	1		"1,436.13"					105	953	3	1								
U	6 Aug 1909	Council								40	1004										
U	21 Jun 1913	Council								65	-1										
U	28 Oct 1913	Council								65	1003										
U	27 Aug 1916	Council	1		"1,185.80"					70	986	1									
U	9 Oct 1916	Council	1		"1,185.80"					95	970	2	2								
U	11 Nov 1916	Council								60	1002										
U	6 Jul 1917	Council	1		"1,009.78"					45	-1	S									
U	22 Aug 1918	Council	1		855.97					90	968	2	1								
U	16 Sep 1920	Council	1		646.26					85	975										
U	16 Jun 1921	Council	1		722.08					80	980	1									
U	12 Jun 1922	Council	1		769.36					45	1006										
U	11 Oct 1922	Council								95	-1		2								
U	18 Jun 1924	Council	1		755.86					40	-1	S									
U	27 Sep 1924	Council								55	999										
U	14 Oct 1924	Council								145	910	5	3								
U	3 Oct 1926	Council	1		730.24					35	-1	S									
U	12 Nov 1926	Council								35	-1										
U	16 Oct 1927	Council	1		742.83					40	-1										
U	1 Sep 1928	Council								50	-1										
U	24 Jun 1931	Council	1		850.34					45	-1										
U	11 Jul 1931	Council	1		850.34					60	1000										
U	10 Aug 1931	Council	1		850.34					50	-1	S									
U	6 Sep 1931	Council	1				1	"7,500,000"	1500	115	-1	4	4	"7,500,000"	USD	"255,102,631.58"	2500	70 PC			
U	8 Sep 1931	Council	1		850.34					85	987										
U	18 Oct 1931	Council								40	-1										
U	11 Nov 1931	Council	1		850.34					45	-1	S									
U	25 Sep 1932	Council	1		943.45					125	943	4									
U	7 Oct 1932	Council	1		943.45					60	-1	S									
U	14 Jul 1933	Council	1		994.25					45	-1	S									
U	10 Sep 1933	Council	1		994.25					95	960	2	1								
U	16 Sep 1933	Council								140	929		4								
U	4 Jun 1934	Council	1		964.57					85	966		1								
U	30 Aug 1935	Council								50	-1										
U	18 Oct 1935	Council								75	988										
U	12 Jun 1936	7	1		929.87					40	996										
U	28 Aug 1936	7	1		964.57					70	-1										
U	23 Aug 1938	7								105	979		3								
U	10 Oct 1938	7	1		964.57					50	996										
U	12 Jun 1939	8	1		964.57					55	-1										
U	18 Sep 1940	8	1		964.57					45	1004										
U	23 Sep 1941	8	1		964.57					115	-1	4	1								
U	3 Aug 1942	9	1		964.57					50	-1	S									
U	15 Sep 1942	9	1		964.57					45	-1										
U	5 Nov 1942	9	1		964.57					95	-1	2	2								
U	20 Oct 1943	9	1		964.57					40	-1	S									
U	16 Aug 1944	9								105	973		1								
U	20 Jun 1945	10								85	-1										
U	29 Aug 1945	10	1		964.57					60	990										
U	2 Oct 1945	10	1		964.57					80	982	1	1								
U	5 Oct 1946	10	1		964.57					85	977										
U	9 Aug 1947	10								95	977										
U	27 Sep 1949	11								95	965										
CHARLIE	12 Aug 1951	11								115	68		4								
U	2 Feb 1952	11	1		964.57					60	-1										
GILDA	24 Sep 1954	12	1		964.57					60	998										
HILDA	12 Sep 1955	12								105	952		3								
JANET	21 Sep 1955	12	1				1	"5,000,000"	16	150	914	5	5	"5,000,000"	USD	"96,456,716.42"	16				
FLOSSY	20 Sep 1956	12	1		964.57					80	974										
GERDA	14 Sep 1958	13	1		964.57					50	1001										
ABBY	9 Jul 1960	13	1		964.57					70	995	1	1	"81,000"	BHD	"996,958.4"	0				
ANNA	17 Jul 1961	14	1		964.57					90	976	2	1								
HATTIE	26 Oct 1961	14	1				1	"60,000,000"	275	145	914	5	5	"60,000,000"	USD	"1,037,474,247.5"	307	70 PC			
U	3 Jun 1964	14								60	992										
U	5 Nov 1964	14	1		964.57					60	997	S									
DEBBIE	24 Sep 1965	15								50	1000										
ABBY	1 Jun 1968	15								65	965										
FRANCELIA	29 Aug 1969	16	1		964.57					100	973	3	3								
LAURIE	17 Oct 1969	16								90	973										
ELLA	8 Sep 1970	16								110	967										
CHLOE	18 Aug 1971	16	1		964.57					55	1004										
EDITH	5 Sep 1971	16	1		964.57					140	943	5	1								
U	6 Oct 1971	16								25	-1										
LAURA	12 Nov 1971	16	1		964.57					60	994	S									
AGNES	14 Jun 1972	16								75	977										
U	6 Sep 1973	16								30	-1										
CARMEN	29 Aug 1974	17	1		964.57					130	928	4	4				1				
FIFI	14 Sep 1974	17	1				1	"4,000,000"		95	971	2	2	"4,000,000"	USD	"41,947,910.76"	0	200*			
ORLENE	21 Sep 1974	17	1		964.57					90	-1		2								
U	25 Sep 1975	17	1		964.57					25	-1	D									
U	27 Oct 1975	17	1		964.57					25	-1										
U	8 Nov 1975	17								30	-1										
FRIEDA	16 Oct 1977	17	1		964.57					50	1005	S									
GRETA	13 Sep 1978	17	1				1	"6,000,000"	5	115	947	4	4	"25,000,000"	USD	"198,239,263.8"	4	125			
U	12 Oct 1979	18	1		964.57					30	-1										
HERMINE	20 Sep 1980	18	1		964.57					60	993	S									
U	16 Oct 1980	18	1		964.57					25	-1										
PAUL	18 Sep 1982	18								95	-1										
U	1 Sep 1986	19	1		964.57					30	-1										
KAREN	28 Nov 1989	20								50	1000										
DIANA	4 Aug 1990	20	1		964.57					85	980										
FABIAN	15 Oct 1991	20								40	1002										
GERT	14 Sep 1993	21	1		964.57					85	970	2									
U	21 Sep 1993	21	1		964.57					30	-1	D									
U	24 Sep 1994	21	1		964.57					30	1004										
OPAL	27 Sep 1995	21								130	916										
ROXANNE	7 Oct 1995	21								100	956		3								
DOLLY	19 Aug 1996	21	1		964.57					70	989	1	1								
KYLE	11 Oct 1996	21	1		964.57					45	1001										
MITCH	22 Oct 1998	22					1	"50,000"	9	155	905		5								
KATRINA	28 Oct 1999	22	1		964.57					35	999										
GORDON	14 Sep 2000	22								70	981										
KEITH	28 Sep 2000	22	1				1	"277,460,000"	14	120	939	4	4	"280,046,900"	USD	"840,804,225.76"	19	3279			
CHANTAL	14 Aug 2001	22	1				1			60	997	S		"10,180,000"	USD	"29,718,472.28"					
IRIS	4 Oct 2001	22	1				1	"250,000,000"	30	125	948	4	4	"480,000,000"	BZD	"608,275,248"	24	3178			
ISIDORE	14 Sep 2002	22								110	934		1								
BILL	28 Jun 2003	23								50	997										
LARRY	27 Sep 2003	23								55	993										
CINDY	3 Jul 2005	23	1		964.57					65	991										
EMILY	11 Jul 2005	23								140	929		4								
STAN	1 Oct 2005	23								70	977										
WILMA	15 Oct 2005	23					1			160	882		4								
GAMMA	14 Nov 2005	23					1		3	45	1002						3				
BARRY	31 May 2007	23	1		964.57					50	990										
DEAN	13 Aug 2007	23	1				1	"14,847,000"		150	905	5	5	"96,680,000"	USD	"241,071,917.12"	0				
FELIX	31 Aug 2007	23	1		964.57					150	929										
ALMA	29 May 2008	23								55	994										
ARTHUR	31 May 2008	23	1				1		7	40	1004	S		"78,000,000"	USD	"187,301,728.26"	5	714			
AGATHA	28 May 2010	24								40	1001										
ALEX	24 Jun 2010	24	1		964.57					95	946			"1,250,000"	USD	"2,963,734.08"					
KARL	13 Sep 2010	24	1		964.57					110	956										
MATTHEW	23 Sep 2010	24	1		964.57		1			50	998	S									
PAULA	11 Oct 2010	24								90	981		2								
RICHARD	19 Oct 2010	24	1		964.57					85	977	2	2	"70,476,982"	BZD	"74,516,370.22333"	1	890	1128		
HARVEY	19 Aug 2011	24	1							55	994	S									
RINA	22 Oct 2011	24								100	966	3	3								
ERNESTO	1 Aug 2012	25	1							85	973	2	2	"762,800"	BZD	"784,427.157324"	0				
HELENE	9 Aug 2012	25	1		964.57					40	1004	S									
BARRY	16 Jun 2013	25	1		964.57					40	1003	S									
HANNA	21 Oct 2014	25	1		964.57					35	1000	S									
EARL	2 Aug 2016	26	1				1			75	979	1	1	"188,678,394"	BZD	"191,123,043.34754"	0	1099	3109	1196.84	5454
FRANKLIN	6 Aug 2017	26								75	981										
HARVEY	16 Aug 2017	26	1		964.57					115	937										
ALBERTO	25 May 2018	26								55	990										
MICHAEL	6 Oct 2018	26	1							140	919										
					101734.95											"3,551,674,263.10819"	380				
													31								
																					
note	"Centroid coordinates for Belize from Prof. Kelly O’Neill at Harvard, 2018 file."																				
note	NMS has conflicting data. ORLENE expunged (record contained under FIFI).																				
cf	NOAA data at NOAA Hurricane Tracks																				
note	U = unnamed / S = tropical storm / D = tropical depression. Wind speeds in kt / Pressure in mb																				
note	1 BHD = 0.70 USD rate used; 1 BZD = 0.50 USD rate used. CPI for BZD  from SIB/ via Central Bank. CPI for USD from BLS/ via Alioth LLC																				


Graph: Table 1
	Storms	Data	50 mi	50 MI DATA	Ratio	Loss	Lives	
1	0	0	0	0				
2	5	0	2	0	0			
3	2	0	2	0	0			
4	2	0	1	0	0			
5	0	0	0	0				
Council	75	1	42	1	0.0238095238095238	0	0	
7	4	0	3	0	0			
8	3	0	3	0	0			
9	5	0	4	0	0			
10	5	0	3	0	0			
11	3	0	1	0	0			
12	4	1	3	1	0.333333333333333	0	0	
13	2	1	2	1	0.5	0	0	
14	4	1	3	1	0.333333333333333	0	0	
15	2	0	0	0				
16	9	0	4	0	0			
17	8	3	7	3	0.428571428571429	0	0	
18	4	0	3	0	0	0	0	
19	1	0	1	0	0			
20	3	0	1	0	0			
21	7	0	5	0	0			
22	7	3	4	3	0.75	0	0	
23	12	2	5	1	0.2	0	0	
24	8	2	5	2	0.4	0	0	
25	4	1	4	1	0.25	0	0	
26	5	1	3	1	0.333333333333333	0	0	
			8	14				
			61	1				


Loss: Table 1
Name	Start	H	Loss	Loss housing	Impact sx	Impact f	Cost f	Impact c	Deaths
cf	NEMO DANA reports								
cf	IFRC Situation Reports / via OCHA								
Note	1 = yes / 0 = no / p = persons / f = families or households / Loss = total economic impact / sx = structures or dwellings / Loss housing = aggregate loss from sx damage								
IRIS	4 Oct 2001	4	480000000		3178				24
HATTIE	26 Oct 1961	4	60000000*		70 PC				307
U	6 Sep 1931	4	7500000*		70 PC				2500
KEITH	28 Sep 2000	3	280046900*		3279				19
GRETA	12 Sep 1978	3	25000000*		125				4
RICHARD	19 Oct 2010	2	70476982	14175000	890	1128			1
ORLENE	21 Sep 1974	2	–						
FIFI	14 Sep 1974	2	4000000*		200*				0
FRANCELIA	29 Aug 1969	2							
U	5 Nov 1942	2							
U	5 Oct 1892	2							
EARL	2 Aug 2016	1	188678394	17795814	1099	3109	1196.84	5454	0
EDITH	5 Sep 1971	1							
ANNA	17 Jul 1961	1							
ABBY	9 Jul 1960	1							
U	2 Oct 1945	1							
U	23 Sep 1941	1							
U	22 Aug 1918	1							
U	8 Oct 1906	1							
U	2 Sep 1898	1							
U	4 Jul 1893	1							
U	17 Jul 1876	1							
U	26 Aug 1864	1							
HANNA	21 Oct 2014								
BARRY	16 Jun 2013								
HELENE	9 Aug 2012								
HARVEY	19 Aug 2011								
MATTHEW	23 Sep 2010								
ALEX	24 Jun 2010								
ARTHUR	31 May 2008								
FELIX	31 Aug 2007								
CHANTAL	14 Aug 2001								
KATRINA	28 Oct 1999								
U	24 Sep 1994								
U	21 Sep 1993								
GERT	14 Sep 1993								
U	1 Sep 1986								
HERMINE	20 Sep 1980								
FRIEDA	16 Oct 1977								
U	25 Sep 1975								
LAURA	12 Nov 1971								
CHLOE	18 Aug 1971								
U	5 Nov 1964								
GERDA	14 Sep 1958								
FLOSSY	20 Sep 1956								
GILDA	24 Sep 1954								
U	29 Aug 1945								
U	20 Oct 1943								
U	15 Sep 1942								
U	3 Aug 1942								
U	12 Jun 1939								
U	10 Oct 1938								
U	4 Jun 1934								
U	14 Jul 1933								
U	7 Oct 1932								
U	25 Sep 1932								
U	11 Nov 1931								
U	10 Aug 1931								
U	3 Oct 1926								
U	18 Jun 1924								
U	16 Jun 1921								
U	6 Jul 1917								
U	27 Aug 1916								
U	28 Sep 1904								
U	27 Oct 1898								
U	12 Sep 1898								
U	25 Sep 1895								
U	9 Sep 1894								
U	14 Oct 1891								
U	15 Oct 1889								
U	2 Aug 1887								
U	9 Jun 1880								
U	10 Sep 1879								
U	16 Sep 1871								
U	28 Jul 1861								
U	7 Sep 1857								
U	21 Sep 1852								


GFM: Table 1
Place	Start	Stop				
Belize	5 Nov 2020	13 Nov 2020				
Belize	22 Nov 2020	22 Nov 2020				
Belize	3 Sep 2020	4 Sep 2020				
Belize	18 Jun 2020	19 Jun 2020				
Belize	6 Aug 2016	6 Aug 2016				
Belize	21 Mar 2019	22 Mar 2019				
Belize	22 Oct 2015	24 Oct 2015				
Belize	5 Dec 2015	5 Dec 2015				
Cayo District	4 Nov 2020	9 Nov 2020				
Cayo District	4 Aug 2016	5 Aug 2016				
Cayo District	9 Feb 2018	9 Feb 2018				
Cayo District	9 Aug 2016	9 Aug 2016				
Corozal District	25 Nov 2020	25 Nov 2020				
Toledo District	5 Dec 2015	5 Dec 2015				
Toledo District	14 Nov 2014	14 Nov 2014				
Toledo District	11 Oct 2014	12 Oct 2014				
Toledo District	16 Oct 2014	16 Oct 2014				
						
						
cf	Global Flood Monitor by IVM at VU University Amsterdam / FloodTags (enterprise)					
Note	Covers Jul 2014 to present					


NMS: Table 1
Name	Date	End	DIS	CAT	WIN	
EARL	4 Aug 2016		0	1	85	
ERNESTO						
HARVEY						
RICHARD						
MATTHEW						
KARL						
ALEX						
ARTHUR						
DEAN						
IRIS						
CHANTAL						
KEITH						
KYLE						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
